Member_number,Date,itemDescription,Month,Year,Transaction_ID
1735,2014-04-22,rolls/buns,4,2014,1735_2014-04-22
1547,2014-07-07,milk,7,2014,1547_2014-07-07
2451,2014-02-26,hard cheese,2,2014,2451_2014-02-26
1661,2014-03-02,salty snack,3,2014,1661_2014-03-02
2365,2014-11-29,waffles,11,2014,2365_2014-11-29
4932,2014-05-14,soda,5,2014,4932_2014-05-14
2310,2014-10-31,instant coffee,10,2014,2310_2014-10-31
2138,2014-11-03,yogurt,11,2014,2138_2014-11-03
2903,2014-05-08,other vegetables,5,2014,2903_2014-05-08
1512,2014-06-03,rolls/buns,6,2014,1512_2014-06-03
3204,2014-12-16,popcorn,12,2014,3204_2014-12-16
3324,2014-11-10,chewing gum,11,2014,3324_2014-11-10
1653,2014-05-29,long life bakery product,5,2014,1653_2014-05-29
1428,2014-08-23,soda,8,2014,1428_2014-08-23
4598,2014-11-05,yogurt,11,2014,4598_2014-11-05
4233,2014-08-18,cleaner,8,2014,4233_2014-08-18
4130,2014-10-24,yogurt,10,2014,4130_2014-10-24
3537,2014-06-21,cream cheese ,6,2014,3537_2014-06-21
3475,2014-12-23,yogurt,12,2014,3475_2014-12-23
2799,2014-09-24,cat food,9,2014,2799_2014-09-24
1188,2014-11-21,bottled beer,11,2014,1188_2014-11-21
1747,2014-09-17,whipped/sour cream,9,2014,1747_2014-09-17
4782,2014-04-17,rolls/buns,4,2014,4782_2014-04-17
1609,2014-12-21,sugar,12,2014,1609_2014-12-21
1077,2014-10-07,butter,10,2014,1077_2014-10-07
1190,2014-04-24,bottled beer,4,2014,1190_2014-04-24
2746,2014-02-13,curd,2,2014,2746_2014-02-13
2556,2014-11-11,specialty bar,11,2014,2556_2014-11-11
2351,2014-09-18,domestic eggs,9,2014,2351_2014-09-18
3570,2014-09-14,oil,9,2014,3570_2014-09-14
2550,2014-12-24,milk,12,2014,2550_2014-12-24
2031,2014-03-20,bottled water,3,2014,2031_2014-03-20
2160,2014-06-28,specialty chocolate,6,2014,2160_2014-06-28
1420,2014-03-25,cat food,3,2014,1420_2014-03-25
2960,2014-11-28,dishes,11,2014,2960_2014-11-28
3334,2014-03-27,vinegar,3,2014,3334_2014-03-27
3840,2014-10-31,herbs,10,2014,3840_2014-10-31
3516,2014-01-18,rolls/buns,1,2014,3516_2014-01-18
3435,2014-07-30,rice,7,2014,3435_2014-07-30
2428,2014-04-01,soda,4,2014,2428_2014-04-01
3639,2014-07-23,yogurt,7,2014,3639_2014-07-23
4173,2014-02-14,whipped/sour cream,2,2014,4173_2014-02-14
4275,2014-04-03,dishes,4,2014,4275_2014-04-03
2320,2014-04-22,flour,4,2014,2320_2014-04-22
2522,2014-08-08,hard cheese,8,2014,2522_2014-08-08
2399,2014-08-18,pastry,8,2014,2399_2014-08-18
4097,2014-06-20,ice cream,6,2014,4097_2014-06-20
1517,2014-09-11,hygiene articles,9,2014,1517_2014-09-11
4187,2014-04-16,pastry,4,2014,4187_2014-04-16
2553,2014-08-16,flower soil/fertilizer,8,2014,2553_2014-08-16
4164,2014-03-27,milk,3,2014,4164_2014-03-27
3123,2014-10-17,bottled beer,10,2014,3123_2014-10-17
1466,2014-07-13,candy,7,2014,1466_2014-07-13
4105,2014-10-26,onions,10,2014,4105_2014-10-26
3530,2014-03-21,specialty chocolate,3,2014,3530_2014-03-21
2960,2014-03-11,shopping bags,3,2014,2960_2014-03-11
2676,2014-10-06,soda,10,2014,2676_2014-10-06
4318,2014-08-28,butter milk,8,2014,4318_2014-08-28
2956,2014-08-07,yogurt,8,2014,2956_2014-08-07
1360,2014-06-17,processed cheese,6,2014,1360_2014-06-17
2285,2014-07-06,UHT-milk,7,2014,2285_2014-07-06
4117,2014-07-12,liquor,7,2014,4117_2014-07-12
3009,2014-01-27,semi-finished bread,1,2014,3009_2014-01-27
1069,2014-05-20,fruit/vegetable juice,5,2014,1069_2014-05-20
1194,2014-02-27,napkins,2,2014,1194_2014-02-27
4406,2014-03-21,ice cream,3,2014,4406_2014-03-21
2028,2014-05-02,flower (seeds),5,2014,2028_2014-05-02
1500,2014-04-01,fruit/vegetable juice,4,2014,1500_2014-04-01
2617,2014-05-27,frozen vegetables,5,2014,2617_2014-05-27
2545,2014-10-11,domestic eggs,10,2014,2545_2014-10-11
3356,2014-02-21,frozen vegetables,2,2014,3356_2014-02-21
3557,2014-05-06,brown bread,5,2014,3557_2014-05-06
1311,2014-01-14,rolls/buns,1,2014,1311_2014-01-14
4803,2014-01-16,pickled vegetables,1,2014,4803_2014-01-16
3685,2014-07-20,soda,7,2014,3685_2014-07-20
4206,2014-04-04,root vegetables,4,2014,4206_2014-04-04
1457,2014-04-15,hard cheese,4,2014,1457_2014-04-15
4610,2014-11-18,candy,11,2014,4610_2014-11-18
2802,2014-09-14,condensed milk,9,2014,2802_2014-09-14
3232,2014-07-09,red/blush wine,7,2014,3232_2014-07-09
1623,2014-01-12,soda,1,2014,1623_2014-01-12
2029,2014-05-27,bottled water,5,2014,2029_2014-05-27
2180,2014-12-18,butter,12,2014,2180_2014-12-18
4654,2014-08-03,shopping bags,8,2014,4654_2014-08-03
3462,2014-12-16,specialty cheese,12,2014,3462_2014-12-16
2279,2014-04-11,salty snack,4,2014,2279_2014-04-11
2027,2014-10-09,cling film/bags,10,2014,2027_2014-10-09
2667,2014-10-22,domestic eggs,10,2014,2667_2014-10-22
1379,2014-02-27,fruit/vegetable juice,2,2014,1379_2014-02-27
4025,2014-04-10,yogurt,4,2014,4025_2014-04-10
2958,2014-04-27,softener,4,2014,2958_2014-04-27
4349,2014-11-22,brown bread,11,2014,4349_2014-11-22
2850,2014-02-27,rolls/buns,2,2014,2850_2014-02-27
2306,2014-02-26,shopping bags,2,2014,2306_2014-02-26
4941,2014-02-08,pasta,2,2014,4941_2014-02-08
1788,2014-09-19,brown bread,9,2014,1788_2014-09-19
2398,2014-06-18,rolls/buns,6,2014,2398_2014-06-18
4046,2014-03-31,shopping bags,3,2014,4046_2014-03-31
3976,2014-10-25,pasta,10,2014,3976_2014-10-25
1905,2014-04-22,cream cheese ,4,2014,1905_2014-04-22
4897,2014-03-23,frozen potato products,3,2014,4897_2014-03-23
2237,2014-01-01,Instant food products,1,2014,2237_2014-01-01
3649,2014-05-30,soda,5,2014,3649_2014-05-30
1699,2014-01-25,hygiene articles,1,2014,1699_2014-01-25
1504,2014-10-14,milk,10,2014,1504_2014-10-14
4488,2014-04-26,soda,4,2014,4488_2014-04-26
1082,2014-03-20,hygiene articles,3,2014,1082_2014-03-20
1966,2014-09-20,white bread,9,2014,1966_2014-09-20
2169,2014-02-05,long life bakery product,2,2014,2169_2014-02-05
1711,2014-12-15,yogurt,12,2014,1711_2014-12-15
1827,2014-09-30,curd,9,2014,1827_2014-09-30
4389,2014-10-07,brown bread,10,2014,4389_2014-10-07
2625,2014-09-06,yogurt,9,2014,2625_2014-09-06
3984,2014-09-02,soft cheese,9,2014,3984_2014-09-02
4709,2014-05-24,other vegetables,5,2014,4709_2014-05-24
3115,2014-01-30,other vegetables,1,2014,3115_2014-01-30
4319,2014-03-10,shopping bags,3,2014,4319_2014-03-10
2183,2014-12-29,yogurt,12,2014,2183_2014-12-29
2338,2014-09-22,canned beer,9,2014,2338_2014-09-22
2156,2014-05-08,domestic eggs,5,2014,2156_2014-05-08
2298,2014-08-28,yogurt,8,2014,2298_2014-08-28
4472,2014-10-11,Instant food products,10,2014,4472_2014-10-11
4835,2014-12-05,margarine,12,2014,4835_2014-12-05
3581,2014-06-09,rolls/buns,6,2014,3581_2014-06-09
4682,2014-04-21,toilet cleaner,4,2014,4682_2014-04-21
2149,2014-07-13,bathroom cleaner,7,2014,2149_2014-07-13
2990,2014-07-16,kitchen towels,7,2014,2990_2014-07-16
2439,2014-05-28,dog food,5,2014,2439_2014-05-28
4406,2014-07-11,soda,7,2014,4406_2014-07-11
2463,2014-12-06,soda,12,2014,2463_2014-12-06
4047,2014-04-04,shopping bags,4,2014,4047_2014-04-04
1343,2014-02-07,milk,2,2014,1343_2014-02-07
2628,2014-12-02,candy,12,2014,2628_2014-12-02
3467,2014-11-08,citrus fruit,11,2014,3467_2014-11-08
3320,2014-01-21,rolls/buns,1,2014,3320_2014-01-21
3126,2014-12-02,milk,12,2014,3126_2014-12-02
4991,2014-05-19,shopping bags,5,2014,4991_2014-05-19
4317,2014-01-28,ice cream,1,2014,4317_2014-01-28
3332,2014-09-21,domestic eggs,9,2014,3332_2014-09-21
4487,2014-06-14,cat food,6,2014,4487_2014-06-14
1864,2014-01-03,butter,1,2014,1864_2014-01-03
2812,2014-08-28,whipped/sour cream,8,2014,2812_2014-08-28
1561,2014-01-19,cream cheese ,1,2014,1561_2014-01-19
2555,2014-04-26,brown bread,4,2014,2555_2014-04-26
3517,2014-09-21,domestic eggs,9,2014,3517_2014-09-21
4972,2014-07-30,liquor,7,2014,4972_2014-07-30
4081,2014-01-11,domestic eggs,1,2014,4081_2014-01-11
4336,2014-11-28,chocolate,11,2014,4336_2014-11-28
4193,2014-06-14,shopping bags,6,2014,4193_2014-06-14
1944,2014-08-10,cake bar,8,2014,1944_2014-08-10
1086,2014-07-27,soda,7,2014,1086_2014-07-27
4518,2014-08-31,yogurt,8,2014,4518_2014-08-31
1362,2014-01-03,mustard,1,2014,1362_2014-01-03
1297,2014-07-06,house keeping products,7,2014,1297_2014-07-06
4809,2014-07-13,sugar,7,2014,4809_2014-07-13
3720,2014-08-09,margarine,8,2014,3720_2014-08-09
4946,2014-06-24,other vegetables,6,2014,4946_2014-06-24
1399,2014-12-10,canned vegetables,12,2014,1399_2014-12-10
3548,2014-06-15,shopping bags,6,2014,3548_2014-06-15
2791,2014-11-21,photo/film,11,2014,2791_2014-11-21
3541,2014-02-21,pickled vegetables,2,2014,3541_2014-02-21
2694,2014-05-09,pastry,5,2014,2694_2014-05-09
4449,2014-12-11,salty snack,12,2014,4449_2014-12-11
2288,2014-12-05,sliced cheese,12,2014,2288_2014-12-05
1426,2014-03-20,yogurt,3,2014,1426_2014-03-20
4126,2014-04-22,brown bread,4,2014,4126_2014-04-22
2960,2014-11-14,berries,11,2014,2960_2014-11-14
3921,2014-06-18,cream cheese ,6,2014,3921_2014-06-18
3931,2014-10-26,long life bakery product,10,2014,3931_2014-10-26
3183,2014-12-10,grapes,12,2014,3183_2014-12-10
4172,2014-02-16,whipped/sour cream,2,2014,4172_2014-02-16
1767,2014-12-18,shopping bags,12,2014,1767_2014-12-18
4665,2014-12-03,cat food,12,2014,4665_2014-12-03
3386,2014-03-18,pasta,3,2014,3386_2014-03-18
3731,2014-06-29,brown bread,6,2014,3731_2014-06-29
1478,2014-12-26,cream cheese ,12,2014,1478_2014-12-26
3306,2014-07-21,yogurt,7,2014,3306_2014-07-21
1204,2014-06-23,pastry,6,2014,1204_2014-06-23
1611,2014-03-18,yogurt,3,2014,1611_2014-03-18
4555,2014-12-19,brown bread,12,2014,4555_2014-12-19
1612,2014-12-25,ice cream,12,2014,1612_2014-12-25
2217,2014-09-14,long life bakery product,9,2014,2217_2014-09-14
1869,2014-12-20,misc. beverages,12,2014,1869_2014-12-20
3384,2014-11-13,soda,11,2014,3384_2014-11-13
4875,2014-06-05,chocolate,6,2014,4875_2014-06-05
3157,2014-07-10,Instant food products,7,2014,3157_2014-07-10
2973,2014-10-21,waffles,10,2014,2973_2014-10-21
3007,2014-04-01,yogurt,4,2014,3007_2014-04-01
1230,2014-03-16,sliced cheese,3,2014,1230_2014-03-16
1522,2014-01-30,margarine,1,2014,1522_2014-01-30
3714,2014-02-15,domestic eggs,2,2014,3714_2014-02-15
2110,2014-11-22,newspapers,11,2014,2110_2014-11-22
3051,2014-05-25,salty snack,5,2014,3051_2014-05-25
3790,2014-04-24,yogurt,4,2014,3790_2014-04-24
3851,2014-08-11,chocolate,8,2014,3851_2014-08-11
4498,2014-07-22,frozen meals,7,2014,4498_2014-07-22
1182,2014-09-30,red/blush wine,9,2014,1182_2014-09-30
2694,2014-02-21,hard cheese,2,2014,2694_2014-02-21
4099,2014-05-23,Instant food products,5,2014,4099_2014-05-23
2229,2014-07-24,pastry,7,2014,2229_2014-07-24
2618,2014-01-12,salty snack,1,2014,2618_2014-01-12
4902,2014-05-30,butter,5,2014,4902_2014-05-30
1746,2014-10-23,cream cheese ,10,2014,1746_2014-10-23
2424,2014-09-28,pickled vegetables,9,2014,2424_2014-09-28
2922,2014-02-23,photo/film,2,2014,2922_2014-02-23
4030,2014-05-29,margarine,5,2014,4030_2014-05-29
3107,2014-02-27,rolls/buns,2,2014,3107_2014-02-27
1996,2014-09-22,soda,9,2014,1996_2014-09-22
3613,2014-01-25,shopping bags,1,2014,3613_2014-01-25
2423,2014-07-31,ice cream,7,2014,2423_2014-07-31
4384,2014-09-06,UHT-milk,9,2014,4384_2014-09-06
2856,2014-12-24,sparkling wine,12,2014,2856_2014-12-24
1437,2014-03-15,domestic eggs,3,2014,1437_2014-03-15
4116,2014-05-23,pastry,5,2014,4116_2014-05-23
2143,2014-12-17,frozen vegetables,12,2014,2143_2014-12-17
4013,2014-12-23,popcorn,12,2014,4013_2014-12-23
2011,2014-08-14,soda,8,2014,2011_2014-08-14
3011,2014-06-27,frozen vegetables,6,2014,3011_2014-06-27
4259,2014-12-16,ice cream,12,2014,4259_2014-12-16
3750,2014-09-30,yogurt,9,2014,3750_2014-09-30
3633,2014-07-12,shopping bags,7,2014,3633_2014-07-12
4544,2014-12-08,pot plants,12,2014,4544_2014-12-08
2314,2014-02-09,candy,2,2014,2314_2014-02-09
2287,2014-10-27,chocolate,10,2014,2287_2014-10-27
2166,2014-05-04,red/blush wine,5,2014,2166_2014-05-04
1162,2014-08-20,salty snack,8,2014,1162_2014-08-20
4215,2014-04-03,liquor (appetizer),4,2014,4215_2014-04-03
4666,2014-02-01,dessert,2,2014,4666_2014-02-01
3790,2014-06-09,yogurt,6,2014,3790_2014-06-09
3650,2014-12-23,frozen vegetables,12,2014,3650_2014-12-23
3309,2014-01-30,domestic eggs,1,2014,3309_2014-01-30
1501,2014-08-28,butter,8,2014,1501_2014-08-28
4580,2014-10-12,coffee,10,2014,4580_2014-10-12
4942,2014-01-01,frozen vegetables,1,2014,4942_2014-01-01
1169,2014-01-04,bottled water,1,2014,1169_2014-01-04
1217,2014-07-21,sugar,7,2014,1217_2014-07-21
4750,2014-05-03,brown bread,5,2014,4750_2014-05-03
4870,2014-07-01,bottled water,7,2014,4870_2014-07-01
4194,2014-07-21,milk,7,2014,4194_2014-07-21
3629,2014-11-22,rolls/buns,11,2014,3629_2014-11-22
1143,2014-07-14,soda,7,2014,1143_2014-07-14
2600,2014-07-12,berries,7,2014,2600_2014-07-12
4432,2014-09-01,butter,9,2014,4432_2014-09-01
1147,2014-05-01,milk,5,2014,1147_2014-05-01
4508,2014-11-29,white bread,11,2014,4508_2014-11-29
3130,2014-02-01,yogurt,2,2014,3130_2014-02-01
3181,2014-07-17,butter milk,7,2014,3181_2014-07-17
3830,2014-11-14,coffee,11,2014,3830_2014-11-14
3153,2014-04-14,frozen vegetables,4,2014,3153_2014-04-14
3656,2014-01-20,dental care,1,2014,3656_2014-01-20
1930,2014-07-07,UHT-milk,7,2014,1930_2014-07-07
2761,2014-08-19,margarine,8,2014,2761_2014-08-19
4443,2014-11-10,milk,11,2014,4443_2014-11-10
3976,2014-03-13,onions,3,2014,3976_2014-03-13
2671,2014-06-04,salty snack,6,2014,2671_2014-06-04
3189,2014-08-31,milk,8,2014,3189_2014-08-31
1850,2014-03-12,margarine,3,2014,1850_2014-03-12
1899,2014-03-01,brown bread,3,2014,1899_2014-03-01
2570,2014-02-25,roll products ,2,2014,2570_2014-02-25
3805,2014-09-18,specialty fat,9,2014,3805_2014-09-18
1580,2014-02-20,domestic eggs,2,2014,1580_2014-02-20
3474,2014-01-19,curd,1,2014,3474_2014-01-19
2758,2014-12-27,long life bakery product,12,2014,2758_2014-12-27
1996,2014-06-09,yogurt,6,2014,1996_2014-06-09
2426,2014-09-26,whipped/sour cream,9,2014,2426_2014-09-26
4898,2014-09-10,margarine,9,2014,4898_2014-09-10
1187,2014-11-09,domestic eggs,11,2014,1187_2014-11-09
2056,2014-05-14,canned vegetables,5,2014,2056_2014-05-14
4923,2014-12-26,domestic eggs,12,2014,4923_2014-12-26
4321,2014-01-14,soda,1,2014,4321_2014-01-14
2924,2014-11-14,frozen dessert,11,2014,2924_2014-11-14
2029,2014-08-26,milk,8,2014,2029_2014-08-26
2402,2014-04-16,yogurt,4,2014,2402_2014-04-16
3137,2014-10-18,coffee,10,2014,3137_2014-10-18
3115,2014-09-16,white bread,9,2014,3115_2014-09-16
1628,2014-06-20,cream cheese ,6,2014,1628_2014-06-20
1930,2014-05-28,soda,5,2014,1930_2014-05-28
2751,2014-10-13,bottled water,10,2014,2751_2014-10-13
1753,2014-02-26,canned fish,2,2014,1753_2014-02-26
3323,2014-02-08,brown bread,2,2014,3323_2014-02-08
3267,2014-03-30,herbs,3,2014,3267_2014-03-30
1069,2014-01-20,rolls/buns,1,2014,1069_2014-01-20
2164,2014-01-31,curd cheese,1,2014,2164_2014-01-31
3660,2014-07-28,pastry,7,2014,3660_2014-07-28
2129,2014-09-05,condensed milk,9,2014,2129_2014-09-05
1836,2014-10-23,margarine,10,2014,1836_2014-10-23
4007,2014-12-09,specialty chocolate,12,2014,4007_2014-12-09
1715,2014-02-25,specialty chocolate,2,2014,1715_2014-02-25
1225,2014-10-03,jam,10,2014,1225_2014-10-03
4492,2014-05-15,yogurt,5,2014,4492_2014-05-15
4197,2014-04-05,long life bakery product,4,2014,4197_2014-04-05
4878,2014-09-13,whipped/sour cream,9,2014,4878_2014-09-13
3574,2014-02-20,domestic eggs,2,2014,3574_2014-02-20
4259,2014-12-11,newspapers,12,2014,4259_2014-12-11
2131,2014-12-12,bottled water,12,2014,2131_2014-12-12
1308,2014-11-23,milk,11,2014,1308_2014-11-23
3089,2014-02-24,rolls/buns,2,2014,3089_2014-02-24
3695,2014-03-21,margarine,3,2014,3695_2014-03-21
1574,2014-01-15,flour,1,2014,1574_2014-01-15
3643,2014-08-21,kitchen towels,8,2014,3643_2014-08-21
4900,2014-10-01,root vegetables,10,2014,4900_2014-10-01
4603,2014-06-18,popcorn,6,2014,4603_2014-06-18
4088,2014-02-18,oil,2,2014,4088_2014-02-18
2155,2014-11-11,salad dressing,11,2014,2155_2014-11-11
1050,2014-03-06,yogurt,3,2014,1050_2014-03-06
2144,2014-10-02,curd,10,2014,2144_2014-10-02
4308,2014-01-07,milk,1,2014,4308_2014-01-07
4741,2014-02-28,waffles,2,2014,4741_2014-02-28
2550,2014-07-12,canned beer,7,2014,2550_2014-07-12
1797,2014-10-08,sugar,10,2014,1797_2014-10-08
4235,2014-03-21,curd,3,2014,4235_2014-03-21
1680,2014-09-09,beverages,9,2014,1680_2014-09-09
3348,2014-05-14,brown bread,5,2014,3348_2014-05-14
2835,2014-05-10,milk,5,2014,2835_2014-05-10
1391,2014-12-19,processed cheese,12,2014,1391_2014-12-19
1086,2014-12-10,whipped/sour cream,12,2014,1086_2014-12-10
2705,2014-12-20,sweet spreads,12,2014,2705_2014-12-20
2803,2014-02-20,margarine,2,2014,2803_2014-02-20
2045,2014-07-09,milk,7,2014,2045_2014-07-09
4270,2014-03-16,brown bread,3,2014,4270_2014-03-16
1817,2014-09-02,whipped/sour cream,9,2014,1817_2014-09-02
4756,2014-05-09,curd,5,2014,4756_2014-05-09
4125,2014-06-03,rolls/buns,6,2014,4125_2014-06-03
4014,2014-02-01,shopping bags,2,2014,4014_2014-02-01
1500,2014-09-26,shopping bags,9,2014,1500_2014-09-26
3855,2014-07-15,yogurt,7,2014,3855_2014-07-15
2037,2014-05-05,curd,5,2014,2037_2014-05-05
4907,2014-02-01,whipped/sour cream,2,2014,4907_2014-02-01
2055,2014-12-14,soda,12,2014,2055_2014-12-14
1133,2014-03-21,shopping bags,3,2014,1133_2014-03-21
3099,2014-12-16,butter milk,12,2014,3099_2014-12-16
4261,2014-06-13,fruit/vegetable juice,6,2014,4261_2014-06-13
2276,2014-07-25,whipped/sour cream,7,2014,2276_2014-07-25
2584,2014-04-02,curd,4,2014,2584_2014-04-02
1544,2014-05-01,semi-finished bread,5,2014,1544_2014-05-01
4416,2014-09-03,margarine,9,2014,4416_2014-09-03
3727,2014-05-02,cat food,5,2014,3727_2014-05-02
1059,2014-06-14,salty snack,6,2014,1059_2014-06-14
1999,2014-04-30,frozen vegetables,4,2014,1999_2014-04-30
2584,2014-06-19,curd,6,2014,2584_2014-06-19
3528,2014-09-07,liquor (appetizer),9,2014,3528_2014-09-07
3782,2014-04-25,tropical fruit,4,2014,3782_2014-04-25
4453,2014-03-20,milk,3,2014,4453_2014-03-20
1881,2014-02-15,bottled water,2,2014,1881_2014-02-15
4122,2014-10-20,nut snack,10,2014,4122_2014-10-20
4874,2014-02-21,bottled water,2,2014,4874_2014-02-21
1410,2014-02-07,mustard,2,2014,1410_2014-02-07
3357,2014-05-19,long life bakery product,5,2014,3357_2014-05-19
1554,2014-10-27,canned fish,10,2014,1554_2014-10-27
1652,2014-05-05,yogurt,5,2014,1652_2014-05-05
4251,2014-07-01,ice cream,7,2014,4251_2014-07-01
4316,2014-05-03,soda,5,2014,4316_2014-05-03
1491,2014-08-04,soft cheese,8,2014,1491_2014-08-04
1522,2014-10-11,long life bakery product,10,2014,1522_2014-10-11
1927,2014-06-20,mayonnaise,6,2014,1927_2014-06-20
3668,2014-10-24,milk,10,2014,3668_2014-10-24
4385,2014-08-05,bottled water,8,2014,4385_2014-08-05
3005,2014-11-26,newspapers,11,2014,3005_2014-11-26
2132,2014-01-24,waffles,1,2014,2132_2014-01-24
2484,2014-07-16,whipped/sour cream,7,2014,2484_2014-07-16
2264,2014-07-22,canned beer,7,2014,2264_2014-07-22
3045,2014-08-16,chocolate,8,2014,3045_2014-08-16
4297,2014-05-30,rolls/buns,5,2014,4297_2014-05-30
1050,2014-05-30,yogurt,5,2014,1050_2014-05-30
3718,2014-07-07,bottled water,7,2014,3718_2014-07-07
1423,2014-10-13,mustard,10,2014,1423_2014-10-13
1071,2014-09-26,roll products ,9,2014,1071_2014-09-26
1399,2014-04-05,other vegetables,4,2014,1399_2014-04-05
2892,2014-08-19,pastry,8,2014,2892_2014-08-19
2396,2014-08-19,tropical fruit,8,2014,2396_2014-08-19
3663,2014-01-02,frozen vegetables,1,2014,3663_2014-01-02
4139,2014-03-25,domestic eggs,3,2014,4139_2014-03-25
4044,2014-07-08,cream cheese ,7,2014,4044_2014-07-08
3639,2014-01-20,whipped/sour cream,1,2014,3639_2014-01-20
1753,2014-10-03,milk,10,2014,1753_2014-10-03
1835,2014-07-08,detergent,7,2014,1835_2014-07-08
1783,2014-02-14,yogurt,2,2014,1783_2014-02-14
3863,2014-09-01,frozen dessert,9,2014,3863_2014-09-01
1229,2014-09-03,white bread,9,2014,1229_2014-09-03
2470,2014-05-01,white bread,5,2014,2470_2014-05-01
1828,2014-01-06,spread cheese,1,2014,1828_2014-01-06
3360,2014-04-12,hamburger meat,4,2014,3360_2014-04-12
4690,2014-03-06,softener,3,2014,4690_2014-03-06
4814,2014-01-08,milk,1,2014,4814_2014-01-08
3099,2014-02-10,butter,2,2014,3099_2014-02-10
3961,2014-06-23,bottled water,6,2014,3961_2014-06-23
1948,2014-11-02,hamburger meat,11,2014,1948_2014-11-02
4414,2014-10-15,shopping bags,10,2014,4414_2014-10-15
2906,2014-11-13,brown bread,11,2014,2906_2014-11-13
2017,2014-10-07,coffee,10,2014,2017_2014-10-07
2086,2014-06-18,liquor,6,2014,2086_2014-06-18
3082,2014-11-10,frozen dessert,11,2014,3082_2014-11-10
4574,2014-05-01,other vegetables,5,2014,4574_2014-05-01
3696,2014-04-05,roll products ,4,2014,3696_2014-04-05
1653,2014-04-23,pastry,4,2014,1653_2014-04-23
2930,2014-04-03,fruit/vegetable juice,4,2014,2930_2014-04-03
3602,2014-10-07,butter,10,2014,3602_2014-10-07
1103,2014-07-28,hygiene articles,7,2014,1103_2014-07-28
3223,2014-08-06,pork,8,2014,3223_2014-08-06
4788,2014-09-09,milk,9,2014,4788_2014-09-09
3358,2014-10-22,hard cheese,10,2014,3358_2014-10-22
4133,2014-02-02,yogurt,2,2014,4133_2014-02-02
4160,2014-07-10,specialty cheese,7,2014,4160_2014-07-10
2080,2014-07-23,specialty vegetables,7,2014,2080_2014-07-23
1877,2014-06-22,butter,6,2014,1877_2014-06-22
2243,2014-10-01,tropical fruit,10,2014,2243_2014-10-01
2738,2014-01-16,pastry,1,2014,2738_2014-01-16
3869,2014-08-12,white bread,8,2014,3869_2014-08-12
2924,2014-05-26,sliced cheese,5,2014,2924_2014-05-26
4613,2014-10-04,butter,10,2014,4613_2014-10-04
3421,2014-10-18,waffles,10,2014,3421_2014-10-18
4764,2014-08-28,domestic eggs,8,2014,4764_2014-08-28
4800,2014-10-27,cake bar,10,2014,4800_2014-10-27
1288,2014-08-20,packaged fruit/vegetables,8,2014,1288_2014-08-20
2194,2014-06-06,milk,6,2014,2194_2014-06-06
2072,2014-08-12,chocolate,8,2014,2072_2014-08-12
2950,2014-02-03,soda,2,2014,2950_2014-02-03
1681,2014-07-06,popcorn,7,2014,1681_2014-07-06
3957,2014-07-20,curd,7,2014,3957_2014-07-20
1004,2014-10-13,chocolate,10,2014,1004_2014-10-13
4048,2014-04-12,fruit/vegetable juice,4,2014,4048_2014-04-12
2309,2014-04-17,yogurt,4,2014,2309_2014-04-17
3238,2014-02-06,canned beer,2,2014,3238_2014-02-06
3613,2014-10-20,bottled water,10,2014,3613_2014-10-20
1716,2014-08-11,fruit/vegetable juice,8,2014,1716_2014-08-11
3669,2014-06-25,processed cheese,6,2014,3669_2014-06-25
4806,2014-09-13,brown bread,9,2014,4806_2014-09-13
1434,2014-11-13,margarine,11,2014,1434_2014-11-13
3977,2014-02-01,butter milk,2,2014,3977_2014-02-01
4086,2014-01-14,semi-finished bread,1,2014,4086_2014-01-14
3357,2014-06-22,newspapers,6,2014,3357_2014-06-22
2159,2014-10-08,pot plants,10,2014,2159_2014-10-08
2984,2014-09-25,cake bar,9,2014,2984_2014-09-25
1351,2014-01-15,detergent,1,2014,1351_2014-01-15
1359,2014-05-29,frozen fish,5,2014,1359_2014-05-29
3636,2014-08-10,brown bread,8,2014,3636_2014-08-10
3783,2014-04-11,white bread,4,2014,3783_2014-04-11
2807,2014-06-02,newspapers,6,2014,2807_2014-06-02
3960,2014-02-15,whipped/sour cream,2,2014,3960_2014-02-15
4233,2014-06-23,roll products ,6,2014,4233_2014-06-23
3683,2014-10-05,newspapers,10,2014,3683_2014-10-05
4838,2014-09-07,frozen vegetables,9,2014,4838_2014-09-07
2779,2014-01-21,whipped/sour cream,1,2014,2779_2014-01-21
4297,2014-03-02,fruit/vegetable juice,3,2014,4297_2014-03-02
1258,2014-08-09,fruit/vegetable juice,8,2014,1258_2014-08-09
2755,2014-11-25,frozen vegetables,11,2014,2755_2014-11-25
2340,2014-01-17,yogurt,1,2014,2340_2014-01-17
1690,2014-05-09,whipped/sour cream,5,2014,1690_2014-05-09
2592,2014-09-08,grapes,9,2014,2592_2014-09-08
2952,2014-01-12,whipped/sour cream,1,2014,2952_2014-01-12
3246,2014-12-25,root vegetables,12,2014,3246_2014-12-25
1900,2014-03-15,vinegar,3,2014,1900_2014-03-15
3414,2014-05-22,milk,5,2014,3414_2014-05-22
1153,2014-08-10,milk,8,2014,1153_2014-08-10
1751,2014-09-04,herbs,9,2014,1751_2014-09-04
2499,2014-11-01,beverages,11,2014,2499_2014-11-01
2355,2014-02-19,domestic eggs,2,2014,2355_2014-02-19
3660,2014-09-21,rolls/buns,9,2014,3660_2014-09-21
